Mnemonics_Arquivos,Mnemonics_Variaveis,long_name,Descricao,Unidade,Data Atualização
,DIAM06,DIAMETER 06,Medida do diâmetro da tubulação em relação ao setor 06,in,NaT
,DIAM06X,Azimuthal Caliper - Axis 06/Diâmetro do poço azimutal - Eixo 06,"Diâmetro do poço azimutal - Eixo 06, em tempo real",in,NaT
,DIAM07,DIAMETER 07,Medida do diâmetro da tubulação em relação ao setor 07,in,NaT
,DIAM07,Diameter 07 Readings,Diâmetro número 7,in,NaT
,DIAM07X,Azimuthal Caliper - Axis 07/Diâmetro do poço azimutal - Eixo 07,"Diâmetro do poço azimutal - Eixo 07, em tempo real",in,NaT
,DIAM08,Diameter 08 Readings,Diâmetro número 8,in,NaT
,DIAM08,DIAMETER 08,Medida do diâmetro da tubulação em relação ao setor 08,in,NaT
,DIAM08X,Azimuthal Caliper - Axis 08/Diâmetro do poço azimutal - Eixo 08,"Diâmetro do poço azimutal - Eixo 08, em tempo real",in,NaT
,DIAM09,DIAMETER 09,Medida do diâmetro da tubulação em relação ao setor 09,in,NaT
,DIAM09,Diameter 09 Readings,Diâmetro número 9,in,NaT
,DIAM10,DIAMETER 10,Medida do diâmetro da tubulação em relação ao setor 10,in,NaT
,DIAM10,Diameter 10 Readings,Diâmetro número 10,in,NaT
,DIAM11,Diameter 11 Readings,Diâmetro número 11,in,NaT
,DIAM11,DIAMETER 11,Medida do diâmetro da tubulação em relação ao setor 11,in,NaT
,DIAM12,Diameter 12 Readings,Diâmetro número 12,in,NaT
,DIAM12,DIAMETER 12,Medida do diâmetro da tubulação em relação ao setor 12,in,NaT
,DIAM13,DIAMETER 13,Medida do diâmetro da tubulação em relação ao setor 13,in,NaT
,DIAM14,DIAMETER 14,Medida do diâmetro da tubulação em relação ao setor 14,in,NaT
,DIAM15,DIAMETER 15,Medida do diâmetro da tubulação em relação ao setor 15,in,NaT
,DIAM16,DIAMETER 16,Medida do diâmetro da tubulação em relação ao setor 16,in,NaT
,DIAM17,DIAMETER 17,Medida do diâmetro da tubulação em relação ao setor 17,in,NaT
,DIAM18,DIAMETER 18,Medida do diâmetro da tubulação em relação ao setor 18,in,NaT
,DIAM19,DIAMETER 19,Medida do diâmetro da tubulação em relação ao setor 19,in,NaT
,DIAM20,DIAMETER 20,Medida do diâmetro da tubulação em relação ao setor 20,in,NaT
,DIAMAX,Maximum Diameter - Position Corrected/Diâmetro máximo do poço orientado,"Diâmetro máximo do poço orientado, em memória",in,NaT
,DIAMIN,Minimum Diameter - Position Corrected/Diâmetro míniimo do poço orientado,"Diâmetro míniimo do poço orientado, em memória",in,NaT
,DIFE13,Differential porosity from T2 echo trains 1 and 3,Diferencial de Porosidade existente entre os trens de eco 1 e 3 de T2,Adimensional,NaT
,DIFE24,Differential porosity from T2 echo trains 2 and 4,Diferencial de Porosidade existente entre os trens de eco 2 e 4 de T2,Adimensional,NaT
,DIP_HEIGHT,Height of Dip Plane Intersection with Borehole,Altura da Interseção do Plano do Mergulho com o Poço.,M,NaT
,DIP_TRU,True Dip Classification,Classificação Real do Mergulho,deg,NaT
,DIR_GC,Direction of the Gradient Coil,Direção do Gradiente da Bobina,DEG,NaT
,DK,DryrockKWF,Volume de Rocha em K,decp,NaT
,DK1[0],CSAT-1 Sensor de poço 4to canal Z STA,CSAT-1 Sensor de poço 4to canal Z STA,Adimensional,NaT
,DL5M,Density Long Spaced Counts (W5)/Contas de Densidade no maior espaçamento,"Contas de Densidade entre os niveis de energia 1 ao 5  no sensor de maior espaçamento (W5), Memória",cps,NaT
,DLIM,Den Phi Lime,Porosidade pela densidade em carbonato,decp,NaT
,DLMT_IC_PRST,Profundidade do modo IC (inelastic compton) - colisão inelástica.,Profundidade do modo IC (inelastic compton) - colisão inelástica.,Admensional,NaT
,DLMT_SIGM_PRST,Profundidade do modo sigma.,Profundidade do modo sigma.,Admensional,NaT
,DMAX,Max Diameter,Diâmetro máximo do poço,in,NaT
,DMG,DryrockMgWF,Volume de Rocha em Mg,decp,NaT
,DMIN,Min Diameter,Diâmetro mínimo do poço,in,NaT
,DMMSTAT,DMM Tool Status Word,Status Word do OptiDrill,ADIMENSIONAL,NaT
,DMN,DryrockMnWF,Volume de Rocha em Mn,decp,NaT
,DMRP,Densidade obtida pela porosidade de ressonância magnética,Densidade obtida pela porosidade de ressonância magnética,CFCF,NaT
,DMSE,Downhole Mechanical Specific Energy,Energia Mecanica Especifica do Fundo,kPa,NaT
,DNPH,Variação da porosidade neutrônica,Variação da porosidade neutrônica,CFCF,NaT
,DO3X,Depth offset of 3DeX from orientation tool,Depth offset of 3DeX from orientation tool,1,NaT
,DOCB,Depth offset of CBIL from orientation tool,Distância do sensor do CBIL até sub de orientação (ORIT),m,NaT
,DOCBQB,Depth offset of CBIL from orientation tool,Distância do sensor do CBIL até sub de orientação (ORIT) em alta resolução,m,NaT
,DODP,Depth offset of HDIP from orientation tool,Depth offset of HDIP from orientation tool,1,NaT
,DOEI,Depth offset of EARTH from orientation tool,Distância do sensor do EARTH até sub de orientação (ORIT),m,NaT
,DOG2,Depth offset of GXPL from orientation tool,Depth offset of GXPL from orientation tool,1,NaT
,DOGT,Depth offset of GTI from orientation tool,Depth offset of GTI from orientation tool,1,NaT
,DOGX,Depth offset of GXPL from orientation tool,Depth offset of GXPL from orientation tool,1,NaT
,DOGXQH,Depth offset of GXPL from orientation tool,Distância do sensor do GeoXplorer até sub de orientação (ORIT) em alta resolução,m,NaT
,DOHD,Depth offset of HTD from orientation tool,Depth offset of HTD from orientation tool,1,NaT
,DONM,Depth offset of MR from orientation tool,Depth offset of MR from orientation tool,1,NaT
,DOPK,Depth offset of WGI from orientation tool,Depth offset of WGI from orientation tool,1,NaT
,DOST,Depth offset of STAR from orientation tool,Distância do sensor do STAR até sub de orientação (ORIT),m,NaT
,DOW,Depth offset of WGI from orientation tool,Depth offset of WGI from orientation tool,1,NaT
,DOWS,Depth offset of WGI from orientation tool (2nd,Depth offset of WGI from orientation tool (2nd,1,NaT
,DOXE,Depth offset of XMAC from orientation tool,Depth offset of XMAC from orientation tool,1,NaT
,DOZ,Depth offset of ZDL from orientation tool,Depth offset of ZDL from orientation tool,1,NaT
,DP1S,Sonda 1 Chave Liga_Desliga,Sonda 1 Chave Liga_Desliga,Admensional,NaT
,DP1S_SL,Sonda 1 Chave Liga_Desliga (Estacionário),Sonda 1 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP2S,Sonda 2 Chave Liga_Desliga,Sonda 2 Chave Liga_Desliga,Admensional,NaT
,DP2S_SL,Sonda 2 Chave Liga_Desliga (Estacionário),Sonda 2 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP3S,Sonda 3 Chave Liga_Desliga,Sonda 3 Chave Liga_Desliga,Admensional,NaT
,DP3S_SL,Sonda 3 Chave Liga_Desliga (Estacionário),Sonda 3 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP4S,Sonda 4 Chave Liga_Desliga,Sonda 4 Chave Liga_Desliga,Admensional,NaT
,DP4S_SL,Sonda 4 Chave Liga_Desliga (Estacionário),Sonda 4 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP5S,DEFT Probe 1 Allow/Disallow Switch,DEFT Probe 1 Allow/Disallow Switch,Admensional,NaT
,DP5S_SL,Sonda 1 Chave Liga_Desliga (Estacionário),Sonda 1 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP6S,DEFT Probe 2 Allow/Disallow Switch,DEFT Probe 2 Allow/Disallow Switch,Admensional,NaT
,DP6S_SL,Sonda 2 Chave Liga_Desliga (Estacionário),Sonda 2 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP7S,DEFT Probe 3 Allow/Disallow Switch,DEFT Probe 3 Allow/Disallow Switch,Admensional,NaT
,DP7S_SL,Sonda 3 Chave Liga_Desliga (Estacionário),Sonda 3 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DP8S,DEFT Probe 4 Allow/Disallow Switch,DEFT Probe 4 Allow/Disallow Switch,Admensional,NaT
,DP8S_SL,Sonda 4 Chave Liga_Desliga (Estacionário),Sonda 4 Chave Liga_Desliga (Estacionário),Admensional,NaT
,DPA1_RAB,Apparent Dip Azimuth - Tool,Azimute Aparente do Mergulho - Ferramenta,DEG,NaT
,DPAA_NAZ,Apparent Dip Azimuth - North,Azimute Aparente do Mergulho - Norte,DEG,NaT
,DPAA_TOH,Apparent Dip Azimuth - Top of Hole,Azimute Aparente do Mergulho - Topo do Poço,DEG,NaT
,DPAA_TOOL,Apparent Dip Azimuth - Tool,Azimute Aparente do Mergulho - Ferramenta,DEG,NaT
,DPAP,Apparent Dip Inclination - Tool,Inclinação do Mergulho Aparente - Ferramenta,DEG,NaT
,DPAZ,True Dip Azimuth,Azimute Real do Mergulho,DEG,NaT
,DPEFM,"Photoelectric Cross Section - Filtered, Memory","Fator fotoelétrico filtrado, em memória",b/e,NaT
,DPEFX,"Photoelectric Cross Section, Filtered Real Time","Fator fotoelétrico, filtrado, em tempo real",b/e,NaT
,DPEM,Photoelectric Cross Section,"Fator fotoelétrico, em memória",b/e,NaT
,DPEX,"Photoelectric Cross Section, Real Time","Fator fotoelétrico, em tempo real",b/e,NaT
,DPH2,Porosidade de Densidade de Muito-Alta-Resolução,Porosidade de Densidade de Muito-Alta-Resolução,M3M3,NaT
,DPHD,Den Phi Dolo,Porosidade pela densidade em dolomita,decp,NaT
,DPHS,Den Phi Sand,Porosidade pela densidade em arenito,decp,NaT
,DPIX,Density Data-Point-Indicator,"Indicador da amostragem dos dados de Densidade, em tempo real",Adimensional,NaT
,DPLS,Tempo morto da Taxa de Contagem do detector de longa distância do LDS,Tempo morto da Taxa de Contagem do detector de longa distância do LDS,CPS,NaT
,DPO,Porosidade calculada com base na densidade do LDS,Porosidade calculada com base na densidade do LDS,M3M3,NaT
,DPRE,Differential Pressure,Pressão Diferencial,kPa,NaT
,DPRE_MAX,Maximum Delta Pressure,Delta de Pressão Maximo,kPa,NaT
,DPRE_MIN,Minimum Delta Pressure,Delta de Pressão Minimo,kPa,NaT
,DPRE_SD,Delta Pressure Standard Deviation,Desvio Padrão do Delta de Pressão,kPa,NaT
,DPRS,DiffPressure,Diferencial de Pressão,psia-psia,NaT
,DPSS,Tempo morto da Taxa de Contagem do detector de curta distância do LDS,Tempo morto da Taxa de Contagem do detector de curta distância do LDS,CPS,NaT
,DPTJ,1970JB differential pressure,Pressão Diferencial adquirida pelo straddle packer no sensor Quartzdyne 1970JB,psi/min,NaT
,DPTK,1970KB differential pressure,Pressão Diferencial adquirida pelo mandril no sensor Quartzdyne 1970KB,psi/min,NaT
,DPTL,1970LB differential pressure,Pressão Diferencial adquirida pelo probe no sensor Quartzdyne 1970LB,psi/min,NaT
,DPTR,True Dip Inclination,Inclinação Real do Mergulho,DEG,NaT
,DQP,Quarrtzdyne pressure depth gradient,Quarrtzdyne pressure depth gradient,psi/ft,NaT
,DRATA20M,"Deep Resistivity Apparent Attenuation  20kHz, Memory","Resistividade Profunda, aparente, Atenuação, 20 KHz, Memória",Ohm.m,NaT
,DRATA20X,"Deep Resistivity Apparent Attenuation  20kHz, Real Time","Resistividade Profunda, aparente, Atenuação, 20 KHz, Tempo Real",Ohm.m,NaT
,DRATA50M,"Deep Resistivity Apparent Attenuation  50kHz, Memory","Resistividade Profunda, aparente, Atenuação, 50 KHz, Memory",Ohm.m,NaT
,DRATA50X,"Deep Resistivity Apparent Attenuation  50kHz, Tempo Real","Resistividade Profunda, aparente, Atenuação, 50 KHz, Tempo Real",Ohm.m,NaT
,DRCFRQ_IFA1,Freqüência da célula de resistividade,Freqüência da célula de resistividade,hz,NaT
,DRFT,Ferramenta de uso geral de inclinometria,Inclinômetro,Dega,NaT
,DRH,correção da densidade,correção da densidade,G/C3,NaT
,DRHB,"Bulk Density Correction, Bottom","Correção de Densidade Medida, Referenciada ao Fundo do Poço",GC3,NaT
,DRHB2,"Bulk Density Correction, Bottom","Correção de Densidade Medida, Referenciada ao Fundo do Poço",GC3,NaT
,DRHFM,Density Correction (Delta Rho) - Filtered/Compensação da densidade (Delta Rho) - Filtrada,"Compensação filtrada aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) com correção pelo metodo de adquisição ""Acoustic standoff binning"", em memória",g/cc,NaT
,DRHFX,"Density Correction (Delta Rho), Filtered, Real Time","Compensação aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) com correção pelo metodo de adquisição ""Acoustic standoff binning"" filtrado, em tempo real",g/cc,NaT
,DRHL,"Bulk Density Correction, Left","Correção de Densidade Medida , Referenciada à Esquerda do Poço",GC3,NaT
,DRHL2,"Bulk Density Correction, Left","Correção de Densidade Medida , Referenciada à Esquerda do Poço",GC3,NaT
,DRHM,Density Correction (Delta Rho)/Compensação da densidade (Delta Rho),"Compensação aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) com correção pelo metodo de adquisição ""Acoustic standoff binning"", em memória",g/cc,NaT
,DRHO,Bulk Density Correction,Correção de Densidade Medida,GC3,NaT
,DRHO2,Bulk Density Correction,Correção de Densidade Medida,GC3,NaT
,DRHR,"Bulk Density Correction, Right","Correção de Densidade Medida pelo  , Referenciada à Direita do Poço",GC3,NaT
,DRHR2,"Bulk Density Correction, Right","Correção de Densidade Medida pelo  , Referenciada à Direita do Poço",GC3,NaT
,DRHU,"Bulk Density Correction, Up","Correção de Densidade Medida pelo , Referenciada ao Topo do Poço",GC3,NaT
,DRHU2,"Bulk Density Correction, Up","Correção de Densidade Medida pelo , Referenciada ao Topo do Poço",GC3,NaT
,DRHUFM,Density Correction (Delta Rho) - Unbinned - Filtered/Compensação da densidade (Delta Rho) - Sem correção - Filtrada,"Compensação filtrada aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) e sem correção pelo metodo de adquisição ""Acoustic standoff binning"", em memória",g/cc,NaT
,DRHUFX,"Density Correction (Delta Rho) - Unbinned, Filtered, Real Time","Compensação filtrada aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) e sem correção pelo metodo de adquisição ""Acoustic standoff binning"", em Tempo Real",g/cc,NaT
,DRHUM,Density Correction (Delta Rho) - Unbinned/Compensação da densidade (Delta Rho) - Sem correção,"Compensação aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) e sem correção pelo metodo de adquisição ""Acoustic standoff binning"", em memória",g/cc,NaT
,DRHUX,"Density Correction (Delta Rho) - Unbinned, Real Time","Compensação aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) e sem correção pelo metodo de adquisição ""Acoustic standoff binning"", em Tempo Real",g/cc,NaT
,DRHX,"Density Correction (Delta Rho), Real Time","Compensação aplicada a densidade com base na diferença das densidades dos dois detectores (mais próximo e mais afastado da fonte) com correção pelo metodo de adquisição ""Acoustic standoff binning"", em tempo real",g/cc,NaT
,DRPDA20M,"Deep Resistivity Apparent Phase Difference  20kHz, Memory","Resistividade Profunda, aparente, Diferença de Fase, 20 KHz, Memória",Ohm.m,NaT
,DRPDA20X,"Deep Resistivity Apparent Phase Difference  20kHz, Real Time","Resistividade Profunda, aparente, Diferença de Fase, 20 KHz, Tempo Real",Ohm.m,NaT
,DRPDA50M,"Deep Resistivity Apparent Phase Difference  50kHz, Memory","Resistividade Profunda, aparente, Diferença de Fase, 50 KHz, Memória",Ohm.m,NaT
,DRPDA50X,"Deep Resistivity Apparent Phase Difference  50kHz, Real Time","Resistividade Profunda, aparente, Diferença de Fase, 50 KHz, Tempo Real",Ohm.m,NaT
,DRSC,"Bulk Density Correction, 16-Sector","Correção de Densidade, 16 setores",GC3,NaT
,DRSC2,"Bulk Density Correction, 16-Sector","Correção de Densidade, 16 setores",GC3,NaT
,DRSI,"Bulk Density Image Correction,0.1 ft, 16-Sector","Correção de Densidade de Imagem, 0.1 pé, 16 setores",GC3,NaT
,DRSI2,"Bulk Density Image Correction,0.1 ft, 16-Sector","Correção de Densidade de Imagem, 0.1 pé, 16 setores",GC3,NaT
,DRTA,Derivativo de profundidade do canal TALP,Derivativo de profundidade do canal TALP,Adimensional,NaT
,DS5M,Density Short Spaced Counts (W5)/Contas da densidade no menor espaçamento,"Contas da densidade entre os niveis de energia 1 ao 5  no sensor de menor espaçamento (W5), Memória",cps,NaT
,DSAM,Density Samples,Amostragem das Densidades,ADIMENSIONAL,NaT
,DSAM2,Density Samples,Amostragem das Densidades,ADIMENSIONAL,NaT
,DSATD,Tempo de aquisição espectral do detector profundo,Tempo de aquisição espectral do detector profundo,s,NaT
,DSATF,Tempo de aquisição espectral do detector distante,Tempo de aquisição espectral do detector distante,s,NaT
,DSATN,Tempo de aquisição espectral do detector próximo,Tempo de aquisição espectral do detector próximo,s,NaT
,DSI,DryrockSiWF,Volume de Rocha em Si,decp,NaT
,DSIG,Delta Sigma NF,Sigma Delta NF,cu,NaT
,DSIG,Diferença de sigma,Diferença de sigma,cu,NaT
,DSST_FR,Faixa de frequência para realizar Tool check,Faixa de frequência para realizar Tool check,Adimensional,NaT
,DSTCID,Detector de carga total espectral integrado ao detector profundo,Detector de carga total espectral integrado ao detector profundo,Adimensional,NaT
,DSTCIF,Detector de carga total espectral integrado ao detector distante,Detector de carga total espectral integrado ao detector distante,Adimensional,NaT
,DSTCIN,Detector de carga total espectral integrado ao detector próximo,Detector de carga total espectral integrado ao detector próximo,Adimensional,NaT
,DSUL,DryrockSuFW,Volume de Rocha em S,decp,NaT
,DT,interval transit time over 24 inch interval,Intervalo de tempo entre 24 polegadas,us/ft,NaT
,DT,MonoDeltaT,Pico da onda monopoloar mais lenta,us/ft,NaT
,DT_ANISO,Indicador de Anisotropia baseado no Delta-T,Indicador de Anisotropia baseado no Delta-T,Adimensional,NaT
,DT1,Delta T Cisalhante para dipólo inferior,Delta T Cisalhante para dipólo inferior,US/F,NaT
,DT12,Slowness over 12-inch interval,Slowness over 12-inch interval,us/ft,NaT
,DT12F,Slowness over 12-inches from far transmitter,Slowness over 12-inches from far transmitter,us/ft,NaT
,DT12N,Slowness over 12-inches from near transmitter,Slowness over 12-inches from near transmitter,us/ft,NaT
,DT1R,Delta T Cisalhante Array Receptor para dipolo inferior,Delta T Cisalhante Array Receptor para dipolo inferior,US/F,NaT
,DT1T,Delta T Cisalhante Array Transmissor para dipolo inferior,Delta T Cisalhante Array Transmissor para dipolo inferior,US/F,NaT
,DT2,Delta T Cisalhante Dipolo superior,Delta T Cisalhante Dipolo superior,US/F,NaT
,DT24,Slowness over 24-inch interval,Vagarosidade da onda no intervalo de 24 polegadas,us/ft,NaT
,DT24A,Slowness over 24-inch interval from avansemb,Slowness over 24-inch interval from avansemb,us/ft,NaT
,DT24AF,"Slowness over 24-inch interval, correlation far","Slowness over 24-inch interval, correlation far",us/ft,NaT
,DT24AN,Slowness from correlation near array,Slowness from correlation near array,us/ft,NaT
,DT24F,"Slowness over 24-inch interval, far spacing","Slowness over 24-inch interval, far spacing",us/ft,NaT
,DT24N,"Slowness over 24-inch interval, near spacing","Slowness over 24-inch interval, near spacing",us/ft,NaT
,DT24S,Slowness over 24-inch interval from 1st arrival,Slowness over 24-inch interval from 1st arrival,us/ft,NaT
,DT2T,Delta T Cisalhante Array Transmissor para dipolo superior,Delta T Cisalhante Array Transmissor para dipolo superior,US/F,NaT
,DT3T,Delta T Stoneley Array Transmissor para monopolo Stoneley,Delta T Stoneley Array Transmissor para monopolo Stoneley,US/F,NaT
,DT4S,Delta-T Shear - Monopole P&S,Delta-T Shear - Monopole P&S,us/ft,NaT
,DT5R,Delta T compressional para Array receptor da computação FMD,Delta T compressional para Array receptor da computação FMD,US/F,NaT
,DT5T,Delta T compressional apra Array Transmissor da computação FMD,Delta T compressional apra Array Transmissor da computação FMD,US/F,NaT
,DTBC,Delta-T Compressional Borehole Compensated,Delta T Compressional - Compensado,USF,NaT
,DTCA,Compressional wave slowness from 4 waveforms,Compressional wave slowness from 4 waveforms,us/ft,NaT
,DTCAFR,"Compressional wave slowness from 4 wave, far","Compressional wave slowness from 4 wave, far",us/ft,NaT
,DTCANR,"Compressional wave slowness from 4 wave, near","Compressional wave slowness from 4 wave, near",us/ft,NaT
,DTCAR,"Compressional wave slowness from 4 waveforms,","Compressional wave slowness from 4 waveforms,",us/ft,NaT
,DTCAT,"Compressional wave slowness from 4 waveforms,","Compressional wave slowness from 4 waveforms,",us/ft,NaT
,DTCM,Downhole Temperature/Temperatura do poço,"Temperatura do poço, em memória",degF,NaT
,DTCO_MH_DDBHC,"Compressional Slowness, depth derived borehole compensated","Delta T compressional, derivado da profundidade e compensado",us/m,NaT
,DTCO_MH_RA,"Compressional Slowness, receiver array","Delta T compressional, receptor",us/m,NaT
,DTCO_MH_TA,"Compressional Slowness, Transmitter array","Delta T compressional, Transmissor",us/m,NaT
,DTCO_MINUS_ERR_TOTAL,Compressional Delta¿T Minus Total Compressional Delta¿T Error,Delta-T Menos Erro Compressional Total Delta-T,USF,NaT
,DTCO_PLUS_ERR_TOTAL,Compressional Delta¿T Plus Total Compressional Delta¿T Error,Delta-T Mais Erro Compressional Total Delta-T,USF,NaT
,DTCO1,Vagarosidade Compressional da Medida 1,Vagarosidade Compressional da Medida 1,US/F,NaT
,DTCR,Compressional wave slowness from receiver,Compressional wave slowness from receiver,us/ft,NaT
,DTCSEMB,Compressional Coherence,Coerência da Onda Compressional,Adimensional,NaT
,DTCT,Compressional wave slowness from transmitter,Compressional wave slowness from transmitter,us/ft,NaT
,DTCTIME,Delta T Compressional Time,Tempo da Delta T Compressional,us,NaT
,DTCX,Downhole Temperature/Temperatura do poço,"Temperatura do poço, em tempo real",degF,NaT
,DTDL,Slowness over 24-inch interval from long space,Slowness over 24-inch interval from long space,us/ft,NaT
,DTDS,Slowness over 24-inch interval from short space,Slowness over 24-inch interval from short space,us/ft,NaT
,DTEM,Differential Temperature,Temperatura Diferencial,degC,NaT
,DTEM,DiffTemperature,Diferencial de Temperatura,degF-degF,NaT
,DTH,Six-inch slowness,Six-inch slowness,us/ft,NaT
,DTHF,Six-inch slowness far transmitter,Six-inch slowness far transmitter,us/ft,NaT
,DTHN,Six-inch slowness near transmitter,Six-inch slowness near transmitter,us/ft,NaT
,DTMN,Minimal slowness,Vagarosidade mínima da onda acústica,us/ft,NaT
,DTMP,Delta Temperature,Diferencial de temperatura,degF,NaT
,DTMP,Detector Temperature,Detector de temperatura,degF,NaT
,DTMX,Maximal slowness,Vagarosidade máxima da onda acústica,us/ft,NaT
,DTOR,"Downhole Torque, Real-Time","Torque no fundo, Tempo Real",KFLB,NaT
,DTOR_AVG,Mean Downhole Torque,Torque Downhole Medio,kN.m,NaT
,DTOR_MAX,Maximum Downhole Torque,Torque Downhole Maximo,kN.m,NaT
,DTOR_MIN,Minimum Downhole Torque,Torque Downhole Minimo,kN.m,NaT
,DTOR_OFFSET,Torque Offset,Offset do Torque,kN.m,NaT
,DTOR_OFST,Torque Offset set at Downhole,Offset do Torque setado Downhole,kN.m,NaT
,DTOR_RT,"Downhole Torque, Real-Time","Torque no fundo, Tempo Real",KFLB,NaT
,DTP4M,Compressional Slowness - 4kHz/Vagarosidade da onda compressional - 4kHz,"Vagarosidade da onda compressional com frequencia central de 4kHz, em memória",uS/ft,NaT
,DTP4X,Compressional Slowness - 4kHz/Vagarosidade da onda compressional - 4kHz,"Vagarosidade da onda compressional com frequencia central de 4kHz, em tempo real",uS/ft,NaT
,DTPX,Compressional Slowness/Vagarosidade da onda compressional,"Vagarosidade da onda compressional em alta frequencia, em tempo real",uS/ft,NaT
,DTR,Slowness from receiver array,Slowness from receiver array,us/ft,NaT
,DTRA,Delta-T Compressional from Receiver Array,Delta T Compressional do Receptor,USF,NaT
,DTRA_DH,Delta-T Compressional from Receiver Array Computed Downhole,Delta T Compressional do Receptor Computado no Fundo,USF,NaT
,DTRF,Slowness from receiver array far transmitter,Slowness from receiver array far transmitter,us/ft,NaT
,DTRN,Slowness from receiver array near transmitter,Slowness from receiver array near transmitter,us/ft,NaT
,DTRS,"Delta-T Shear, Receiver Array -Monopole P&S",Delta-T Compressional para o Receptor,USF,NaT
,DTRSSEMB,Delta T Refracted Shear Semblance Curve,Curva de Imagem da Delta T Cisalhamento Refratada,Adimensional,NaT
,DTRSTIME,Delta T Refracted Shear Time,Tempo da Delta T Cisalhamento Refratada,us,NaT
,DTSC,Delta-T Curto Espaco de Compressao,Delta-T Curto Espaco de Compressao,us/ft,NaT
,DTSH_FAST,Vagarosidade da Cisalhante Rápida,Vagarosidade da Cisalhante Rápida,US/F,NaT
,DTSH_MH_DDBHC,"Shear Slowness, depth derived borehole compensated","Delta T Shear, derivado da profundidade e compensado",us/m,NaT
,DTSH_MH_RA,"Shear Slowness, receiver array","Delta T shear, receptor",us/m,NaT
,DTSH_MH_TA,"Shear Slowness, Transmitter array","Delta T shear, transmissor",us/m,NaT
,DTSH_SLOW,Vagarosidade da Cisalhante Lenta,Vagarosidade da Cisalhante Lenta,US/F,NaT
,DTSH1,Vagarosidade Compressional da Medida 1,Vagarosidade Compressional da Medida 1,US/F,NaT
,DTSH2,Vagarosidade Compressional da Medida 2,Vagarosidade Compressional da Medida 2,US/F,NaT
,DTSM,Delta-T Shear,Delta-T Shear,USF,NaT
,DTSM Delta-T Shear,Delta-T Shear,Delta-T Shear,USF,NaT
,DTSM_MINUS_ERR_TOTAL,Shear Delta-T Minus Total Shear Delta-T Error,Delta-T Shear menos Erro Shear Total Delta-T,USF,NaT
,DTSM_PLUS_ERR_TOTAL,Shear Delta-T Plus Total Shear Delta-T Error,Delta-T Shear mais Erro Shear Total Delta-T,USF,NaT
,DTSR,Shear wave slowness from receiver array,Shear wave slowness from receiver array,us/ft,NaT
,DTSSEMB,Shear Coherence,Coerência da Onda Cisalhante,Adimensional,NaT
,DTST,Delta T Stoneley para monopolo Stoneley,Delta T Stoneley para monopolo Stoneley,US/F,NaT
,DTSTSEMB,Delta T Stoneley Semblance Curve,Curva de Imagem da Delta T Stoneley,Adimensional,NaT
,DTSTTIME,Delta T Stoneley Time,Tempo da Delta T Stoneley,us,NaT
,DTSX,Shear Slowness/Vagarosidade da onda de cisalhamento,"Vagarosidade da onda de cisalhamento em alta frequencia, em tempo real",uS/ft,NaT
,DTSXX,Delta T Dipole Shear XX Flexure Mode Corrected,Delta T Cisalhamento Dipolar XX Modo de Dobramento Corrigido,us/ft,NaT
,DTSYY,Delta T Dipole Shear YY Flexure Mode Corrected,Delta T Cisalhamento Dipolar YY Modo de Dobramento Corrigido,us/ft,NaT
,DTT,Slowness from transmitter array,Slowness from transmitter array,us/ft,NaT
,DTTA,Delta-T Compressional from Transmitter Array,Delta T Compressional do Transmissor,USF,NaT
,DTTF,Slowness from transmitter array far transmitter,Slowness from transmitter array far transmitter,us/ft,NaT
,DTTN,Slowness from transmitter array near transmitter,Slowness from transmitter array near transmitter,us/ft,NaT
,DTTS,"Delta-T Shear, Transmitter Array, Monopole P&S","Delta-T Shear, Transmitter Array, Monopole P&S",us/ft,NaT
,DTXX,Delta T Dipole Shear XX Flexure Mode,Delta T Cisalhamento Dipolar XX Modo de Dobramento,us/ft,NaT
,DTXXSEMB,Delta T Dipole Shear XX Semblance Curve,Curva de Imagem da Delta T Cisalhamento Dipolar XX,Adimensional,NaT
,DTXXTIME,Delta T Dipole Shear XX Flexure Mode Time,Tempo da Delta T Cisalhamento Dipolar XX Modo de Dobramento,us,NaT
,DTYY,Delta T Dipole Shear YY Flexure Mode,Delta T Cisalhamento Dipolar YY Modo de Dobramento,us/ft,NaT
,DTYYSEMB,Delta T Dipole Shear YY Semblance Curve,Curva de Imagem da Delta T Cisalhamento Dipolar YY,Adimensional,NaT
