Mnemonics_Arquivos,Mnemonics_Variaveis,long_name,Descricao,Unidade,Data Atualização
,IYFCA,Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Adimensional,NaT
,IYFCA_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Adimensional,NaT
,IYFCRNI,Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Adimensional,NaT
,IYFCRNI_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Adimensional,NaT
,IYFDB,Detecção de atividade reativa inelastica relativa a formação detector distante,Detecção de atividade reativa inelastica relativa a formação detector distante,Adimensional,NaT
,IYFDB_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a formação detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a formação detector distante,Adimensional,NaT
,IYFDTB,Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Adimensional,NaT
,IYFDTB_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Adimensional,NaT
,IYFE,Rendimento relativo do ferro inelástico,Rendimento relativo do ferro inelástico,Adimensional,NaT
,IYFE_LS,Rendimento relativo do ferro inelástico,Rendimento relativo do ferro inelástico,Adimensional,NaT
,IYFE_SIG,Incerteza do Rendimento relativo do ferro inelástico,Incerteza do Rendimento relativo do ferro inelástico,Adimensional,NaT
,IYFE_SIG_LS,Incerteza do Rendimento relativo do ferro inelástico,Incerteza do Rendimento relativo do ferro inelástico,Adimensional,NaT
,IYFFE,Detecção de atividade reativa inelastica relativa a Ferro detector distante,Detecção de atividade reativa inelastica relativa a Ferro detector distante,Adimensional,NaT
,IYFFE_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Ferro detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Ferro detector distante,Adimensional,NaT
,IYFK,Detecção de atividade reativa inelastica relativa a Potássio detector distante,Detecção de atividade reativa inelastica relativa a Potássio detector distante,Adimensional,NaT
,IYFK_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Potássio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Potássio detector distante,Adimensional,NaT
,IYFMG,Detecção de atividade reativa inelastica relativa a magnésio detector distante,Detecção de atividade reativa inelastica relativa a magnésio detector distante,Adimensional,NaT
,IYFMG_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a magnésio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a magnésio detector distante,Adimensional,NaT
,IYFNACL,Detecção de atividade reativa inelastica relativa a sódio detector distante,Detecção de atividade reativa inelastica relativa a sódio detector distante,Adimensional,NaT
,IYFNACL_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a sódio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a sódio detector distante,Adimensional,NaT
,IYFO,Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Adimensional,NaT
,IYFO_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Adimensional,NaT
,IYFS,Detecção de atividade reativa inelastica relativa a enxofre detector distante,Detecção de atividade reativa inelastica relativa a enxofre detector distante,Adimensional,NaT
,IYFS_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a enxofre detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a enxofre detector distante,Adimensional,NaT
,IYFSI,Detecção de atividade reativa inelastica relativa a silício detector distante,Detecção de atividade reativa inelastica relativa a silício detector distante,Adimensional,NaT
,IYFSI_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a silício detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a silício detector distante,Adimensional,NaT
,IYFTB,Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Adimensional,NaT
,IYFTB_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Adimensional,NaT
,IYK,Rendimento relativo do potássio inelástico,Rendimento relativo do potássio inelástico,Adimensional,NaT
,IYK_LS,Rendimento relativo do potássio inelástico,Rendimento relativo do potássio inelástico,Adimensional,NaT
,IYK_SIG,Incerteza do Rendimento relativo do potássio inelástico,Incerteza do Rendimento relativo do potássio inelástico,Adimensional,NaT
,IYK_SIG_LS,Incerteza do Rendimento relativo do potássio inelástico,Incerteza do Rendimento relativo do potássio inelástico,Adimensional,NaT
,IYKCL,Rendimento relativo do potássio-cloro inelástico,Rendimento relativo do potássio-cloro inelástico,Adimensional,NaT
,IYKCL_SIG,Incerteza do Rendimento relativo do potássio-cloro inelástico,Incerteza do Rendimento relativo do potássio-cloro inelástico,Adimensional,NaT
,IYMG,Rendimento relativo do magnésio inelástico,Rendimento relativo do magnésio inelástico,Adimensional,NaT
,IYMG_INCP,Rendimento relativo do magnésio inelástico (filtrado e corrigido para Input do processamento INCP),Rendimento relativo do magnésio inelástico (filtrado e corrigido para Input do processamento INCP),Adimensional,NaT
,IYMG_LS,Rendimento relativo do magnésio inelástico,Rendimento relativo do magnésio inelástico,Adimensional,NaT
,IYMG_SIG,Incerteza do Rendimento relativo do magnésio inelástico,Incerteza do Rendimento relativo do magnésio inelástico,Adimensional,NaT
,IYMG_SIG_INCP,Incerteza do Rendimento relativo do magnésio inelástico (filtrado e corrigido para Input do processamento INCP),Incerteza do Rendimento relativo do magnésio inelástico (filtrado e corrigido para Input do processamento INCP),Adimensional,NaT
,IYMG_SIG_LS,Incerteza do Rendimento relativo do magnésio inelástico,Incerteza do Rendimento relativo do magnésio inelástico,Adimensional,NaT
,IYNACL,Rendimento relativo do sódio-cloro inelástico,Rendimento relativo do sódio-cloro inelástico,Adimensional,NaT
,IYNACL_LS,Rendimento relativo do sódio-cloro inelástico,Rendimento relativo do sódio-cloro inelástico,Adimensional,NaT
,IYNACL_SIG,Incerteza do Rendimento relativo do sódio-cloro inelástico,Incerteza do Rendimento relativo do sódio-cloro inelástico,Adimensional,NaT
,IYNACL_SIG_LS,Incerteza do Rendimento relativo do sódio-cloro inelástico,Incerteza do Rendimento relativo do sódio-cloro inelástico,Adimensional,NaT
,IYNAL,Detecção de atividade reativa inelastica relativa a alumínio detector distante,Detecção de atividade reativa inelastica relativa a alumínio detector distante,Adimensional,NaT
,IYNAL_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a alumínio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a alumínio detector distante,Adimensional,NaT
,IYNBA,Detecção de atividade reativa inelastica relativa a Bário detector distante,Detecção de atividade reativa inelastica relativa a Bário detector distante,Adimensional,NaT
,IYNBA_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Bário detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Bário detector distante,Adimensional,NaT
,IYNC,Detecção de atividade reativa inelastica relativa a Carbono detector distante,Detecção de atividade reativa inelastica relativa a Carbono detector distante,Adimensional,NaT
,IYNC_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Carbono detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Carbono detector distante,Adimensional,NaT
,IYNCA,Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Adimensional,NaT
,IYNCA_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Cálcio detector distante,Adimensional,NaT
,IYNCRNI,Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Adimensional,NaT
,IYNCRNI_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a cromo-níquel detector distante,Adimensional,NaT
,IYNDB,Detecção de atividade reativa inelastica relativa a formação detector distante,Detecção de atividade reativa inelastica relativa a formação detector distante,Adimensional,NaT
,IYNDB_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a formação detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a formação detector distante,Adimensional,NaT
,IYNDTB,Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Adimensional,NaT
,IYNDTB_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a diferença do arredores da ferramenta detector distante,Adimensional,NaT
,IYNFE,Detecção de atividade reativa inelastica relativa a Ferro detector distante,Detecção de atividade reativa inelastica relativa a Ferro detector distante,Adimensional,NaT
,IYNFE_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Ferro detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Ferro detector distante,Adimensional,NaT
,IYNK,Detecção de atividade reativa inelastica relativa a Potássio detector distante,Detecção de atividade reativa inelastica relativa a Potássio detector distante,Adimensional,NaT
,IYNK_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a Potássio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a Potássio detector distante,Adimensional,NaT
,IYNMG,Detecção de atividade reativa inelastica relativa a magnésio detector distante,Detecção de atividade reativa inelastica relativa a magnésio detector distante,Adimensional,NaT
,IYNMG_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a magnésio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a magnésio detector distante,Adimensional,NaT
,IYNNACL,Detecção de atividade reativa inelastica relativa a sódio detector distante,Detecção de atividade reativa inelastica relativa a sódio detector distante,Adimensional,NaT
,IYNNACL_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a sódio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a sódio detector distante,Adimensional,NaT
,IYNO,Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Adimensional,NaT
,IYNO_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a oxigênio detector distante,Adimensional,NaT
,IYNS,Detecção de atividade reativa inelastica relativa a enxofre detector distante,Detecção de atividade reativa inelastica relativa a enxofre detector distante,Adimensional,NaT
,IYNS_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a enxofre detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a enxofre detector distante,Adimensional,NaT
,IYNSI,Detecção de atividade reativa inelastica relativa a silício detector distante,Detecção de atividade reativa inelastica relativa a silício detector distante,Adimensional,NaT
,IYNSI_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a silício detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a silício detector distante,Adimensional,NaT
,IYNTB,Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Adimensional,NaT
,IYNTB_SIG,Incerteza na Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Incerteza na Detecção de atividade reativa inelastica relativa a arredores da ferramenta detector distante,Adimensional,NaT
,IYO,Rendimento relativo do oxigênio inelástico,Rendimento relativo do oxigênio inelástico,Adimensional,NaT
,IYO_LS,Rendimento relativo do oxigênio inelástico,Rendimento relativo do oxigênio inelástico,Adimensional,NaT
,IYO_SIG,Incerteza do Rendimento relativo do oxigênio inelástico,Incerteza do Rendimento relativo do oxigênio inelástico,Adimensional,NaT
,IYO_SIG_LS,Incerteza do Rendimento relativo do oxigênio inelástico,Incerteza do Rendimento relativo do oxigênio inelástico,Adimensional,NaT
,IYP,Rendimento relativo do fósforo inelástico,Rendimento relativo do fósforo inelástico,Adimensional,NaT
,IYP_LS,Rendimento relativo do fósforo inelástico,Rendimento relativo do fósforo inelástico,Adimensional,NaT
,IYP_SIG,Incerteza do Rendimento relativo do fósforo inelástico,Incerteza do Rendimento relativo do fósforo inelástico,Adimensional,NaT
,IYP_SIG_LS,Incerteza do Rendimento relativo do fósforo inelástico,Incerteza do Rendimento relativo do fósforo inelástico,Adimensional,NaT
,IYS,Rendimento relativo do enxofre inelástico,Rendimento relativo do enxofre inelástico,Adimensional,NaT
,IYS_INCP,Rendimento relativo do enxofre inelástico (filtrado e corrigido para Input do processamento INCP),Rendimento relativo do enxofre inelástico (filtrado e corrigido para Input do processamento INCP),Adimensional,NaT
,IYS_LS,Rendimento relativo do enxofre inelástico,Rendimento relativo do enxofre inelástico,Adimensional,NaT
,IYS_SIG,Incerteza do Rendimento relativo do enxofre inelástico,Incerteza do Rendimento relativo do enxofre inelástico,Adimensional,NaT
,IYS_SIG_INCP,Incerteza do Rendimento relativo do enxofre inelástico (filtrado e corrigido para Input do processamento INCP),Incerteza do Rendimento relativo do enxofre inelástico (filtrado e corrigido para Input do processamento INCP),Adimensional,NaT
,IYS_SIG_LS,Incerteza do Rendimento relativo do enxofre inelástico,Incerteza do Rendimento relativo do enxofre inelástico,Adimensional,NaT
,IYSI,Rendimento relativo do sílica inelástico,Rendimento relativo do sílica inelástico,Adimensional,NaT
,IYSI_INCP,Rendimento relativo do sílica inelástico (filtrado e corrigido para Input do processamento INCP),Rendimento relativo do sílica inelástico (filtrado e corrigido para Input do processamento INCP),Adimensional,NaT
,IYSI_LS,Rendimento relativo do sílica inelástico,Rendimento relativo do sílica inelástico,Adimensional,NaT
,IYSI_SIG,Incerteza do Rendimento relativo do sílica inelástico,Incerteza do Rendimento relativo do sílica inelástico,Adimensional,NaT
,IYSI_SIG_INCP,Incerteza do Rendimento relativo do sílica inelástico (filtrado e corrigido para Input do processamento INCP),Incerteza do Rendimento relativo do sílica inelástico (filtrado e corrigido para Input do processamento INCP),Adimensional,NaT
,IYSI_SIG_LS,Incerteza do Rendimento relativo do sílica inelástico,Incerteza do Rendimento relativo do sílica inelástico,Adimensional,NaT
,IYSU,Rendimento relativo do enxofre inelástico (não-corrigido),Rendimento relativo do enxofre inelástico (não-corrigido),Adimensional,NaT
,IYSU_SIG,Incerteza do Rendimento relativo do enxofre inelástico (não-corrigido),Incerteza do Rendimento relativo do enxofre inelástico (não-corrigido),Adimensional,NaT
,IYTB,Rendimento relativo do inelástico de fundo da ferramenta,Rendimento relativo do inelástico de fundo da ferramenta,Adimensional,NaT
,IYTB_LS,Rendimento relativo do inelástico de fundo da ferramenta,Rendimento relativo do inelástico de fundo da ferramenta,Adimensional,NaT
,IYTB_SIG,Incerteza do Rendimento relativo do inelástico de fundo da ferramenta,Incerteza do Rendimento relativo do inelástico de fundo da ferramenta,Adimensional,NaT
,IYTB_SIG_LS,Incerteza do Rendimento relativo do inelástico de fundo da ferramenta,Incerteza do Rendimento relativo do inelástico de fundo da ferramenta,Adimensional,NaT
,K,Potassium content,Concentração de potássio,pct,NaT
